1195, http://track.clickdealer.com/aff_c?offer_id=1478&aff_id=3985&aff_sub=[[subid]]&s2=[[c1]]&s3=[[c2]]&s4=[[c3]] 
7545, http://djsrp.com/c/34786/57480/?sid=[[subid]] 
5608, http://track.clickdealer.com/aff_c?offer_id=66&aff_id=3985&source=[[subid]]&url_id=974 
8496, http://clickd.com-page2.com/aff_c?offer_id=1761&aff_id=3985&aff_sub=[[subid]] 
6595, http://track.clickdealer.com/aff_c?offer_id=88&aff_id=3985&source=[[subid]]&url_id=1206 
9578, http://track.clickdealer.com/aff_c?offer_id=72&aff_id=3985&source=[[subid]]&url_id=1086 
2668, http://track.clickdealer.com/aff_c?offer_id=1932&aff_id=3985&source=[[subid]] 
1554, http://track.clickdealer.com/aff_c?offer_id=1470&aff_id=3985&aff_sub=[[c1]]&aff_sub2=[[c2]]&aff_sub3=[[c3]]&aff_sub4=[[c4]]&source=[[subid]] 
6685, http://thx6.com/c/36988/57480/?sid=[[subid]] 
5701, http://sskmedia.net/49X15e59a1fdd 
4742, http://sskmedia.net/49X15e59a1fdd 
5771, http://clickztrax.com/?a=3336&c=79980&s1=[[subid]] 
9819, http://168.61.17.152/Garcinia/ga/?c1=[[c1]]&c2=[[c2]]&c3[[c3]]&c4[[c4]] 
2849, http://www.facebook.com/ajax/emu/end.php?eid=AQJiXrlXl4hjGlRhM6JBuFXRE_m4FDwlBN6UQGX_0MWfb2CFMpaSOjdVnqe-LAxULFG314iiEf5Ckq-IooVStv8y6cVHnWZFPZ7drBtxBWr63cYmTJ7UOQvmX1RisjGaG5PjOKj3PIOsSDzsWHI0vbfsMO00HA8yMGytLjHIVJ_2LVWQUr8GaY7UCPcm-rtkxU_Jo73tbA2suAxTwNK8KdETEr0SN3_oylI2sh0IlV45ktsGbyLx1OdYO9Swa77MTmZ7x1Hz-0AFtbmA8HOxq1G1q4QKoCKuWwCHyoDKqyza4FCeo5MutAQm9bs_fNWlPM5sG6mKcBD0uPtenFtFS0SiJlCGIsPzxu-2OOqphOoH5mArPtWXfE3BuSXy_IXbwyRCgvbz-S8RlGhY721AGDyyu8cofzyoXXzbW3HKN4I2R60AV0WJ2K1Js0YRClKi-BWsNXFenNF2OFtkDQt9vbX1pxrjCDfeslIunIVSTu6inekIXuc9tVxKCBbmu_50U_Pj13jdBcZLww1am9_8Yhtpn2X9wACIAPw5pC6eLfedmK_4C0v3BnDhNMiwtGhL7zozfPpvqp8g2EeS-DAGXfI1Rxob7dvc0zYf6eHX0MKrNspyQ1I_5WLGbOFXiMhkm5-wIZEKuqlnfh5DoikIOApS_o0tOAEi3rY33Y1o91vwb2Y-4hBCmCMI7HkK3Aw-cEC39s3jVx9wkf96N1gIe2fqBGDhIKoYHf1CP6k6d2BLd-WA_1IrIvgGfWMTdZ2ik_y__YWudf7G_Q-GD2UMEE2CqigyNht_cLDoWfHbqfWIfrf4NfpyINikZYzcVCJoDq3Ex9j17Gqk7U38VZKotADewq4wUUHT7bIfZHKICWQpcUq9RR-oBpH13wxbljoIc12CiR_Mzga1pwvsnq8kCCj6Aj1f-d_aisBEfEViKDf2_5C1E7BCAuu-G8sGvG4SaYRekzzv104sRKAY3iUDYeTm4kf6i2l_bZRESAQPmwZQsee2mj9dtu3ac-bjdmDhVagL4n49qMvMBIA312xTXgy5LQ3zKEe3wLEHt7fHgUW43Q&f=0&ui=6007006876095-id_5139cda7b30687e04723907&en=1&a=0&sig=69500 
9857, http://www.facebook.com/ajax/emu/end.php?eid=AQJx0riDBGAxWC0qCaMLrnJdW4IwgYoHo0mFAdfs5pM0LyCUfTUSg05powXijmWTAm0gZTsl8Ff5gKaAWeZ3heH4HVdLEXDrX4NZsUSLRFZCWulbzMYKePUgM2qUnPESQI0Ph9uSXhm9XGyquZIFC9b3_DbZF4f7SFL_OcWdkSne0UVE6_OziNM0VAn4GLxGn1bZa-NpxGVOXSJm9HdoeZlBQpsTaUoSDFtDPFIf_WAZB7lfYtdhgF7tfdkZqIJIIBpXxYoad5UGQVC6h5RzUbHSLa6N_aBRJmiscZnbwR8NNNoNYIhArmtU5e8kdk_1E2hSL4xg7dXiZLLV5s29oz9T_D8SOFVAZxpgGpecwKDfSMb7M9YfApDEk-R_KGJzwqjxIvz1P4Pp0RY4cj0hoAzf8Btgbzxx9TOUcuzl87g4yI06J-3WD8ChYPnE_wiIjDTUwsVNawS-_pzvpojIt9bcKM1ju8QEN_iGFDrHgy0okkzjDemtZgYcXfr7WDZeChMHTCXSATCx0ihxI5wVygb4Gg7X-FKuDzfQxXlTtfENQHVCuHGmUCgNbeETS9Twu_G2QCKmm_eiqmu6m5mb-GPkRPR94q9caEUHa7O4vVlxvsgzb6DWvuVzLj5gEihLnESVmNqrFSniAPG7EQA0yKIpHxzjNMRMXMtvqo49GlK-0HEvb5_a7UaGT77ZSt-9cnCd_hfqYZWhVOJpecvbu3xjqrP5jh0LbNYHyrQ4FOOsQ44P60nf3Cv9hneP1kixX4FcbnSha751oXdrVs3Wz8dWj2syRd5iccx75bSeS4utO_9uSlAc6zutPEuaJ0hb12LoWtVpHk-HnFBBH9B53X207pi2IH9b1qNf8t4CBc9wAf-DCW8iL2G23ZZlwOIC6e76hqs7c_nQNfZizBZ8sU0AzysVjX6bsSNCrWxm5cc60TuoOcQoMJbWuQarGMey05VsRLU1CG_vU9a9fIs9lqWdqop_I8Hv7fJu39NViVwbw4ud7DEw-D1qOFSsuidAEmQ5x8xu5tR25ODe_kXw-7YhY93VK8MY-RWGZkKHVfbqahFEb_FK4I6wbKeteJOd01M&f=0&ui=6006251290385-id_5139d8d77e1811b50820503&en=1&a=0&sig=84002 
9862, http://match.com 
3872, http://match.com 
7893, http://www.skincarestore.com.au/ 
5905, http://apps.facebook.com/areyouinterested/index.php?source=3542 
3916, http://apps.facebook.com/areyouinterested/index.php?source=3543
 
1927, http://apps.facebook.com/areyouinterested/index.php?source=3545 
3937, https://www.facebook.com/3fatchicksonadiet 
8959, http://www.muscleandstrength.com 
6965, http://healthgains.com/ 
2995, http://trax10.tk/49X97f90e7adf 
71002, http://addblade.com/?a=3336&c=71278&s2=[[subid]] 
41011, http://addblade.com/?a=3336&c=74238&s2= 
21026, http://trax10.tk/49X08b4fd4682 
11047, http://trax10.tk/49X08b4fd4682 
71059, http://trax10.tk/49X08b4fd4682 
41069, http://sskmedia.net/49Xaebf5e3181 
71085, http://sskmedia.net/49Xaebf5e3181 
31091, http://breakingmuscle.com/news-articles/top-10-fitness-blog-winners-announced 
